Date,Price,Open,High,Low,Vol.,Change %
2022-03-10,717.75,581.25,617.0,581.25,60.0,0.032
2022-03-11,722.0,601.75,615.5,601.5,40.0,0.0059
2022-03-14,722.0,602.75,610.0,602.5,10.0,0.0
2022-03-15,661.5,663.0,664.0,645.25,340.0,-0.0838
2022-03-16,664.75,658.25,672.75,657.5,150.0,0.0049
2022-03-17,680.25,665.5,681.0,663.25,240.0,0.0233
2022-03-18,695.0,680.0,695.0,680.0,290.0,0.0217
2022-03-21,727.0,693.5,729.25,693.5,400.0,0.046
2022-03-22,724.0,722.25,729.0,716.5,190.0,-0.0041
2022-03-23,722.0,722.0,736.0,719.5,140.0,-0.0028
2022-03-24,703.25,719.5,720.25,693.5,200.0,-0.026
2022-03-25,738.0,710.75,741.75,702.5,210.0,0.0494
2022-03-28,756.0,732.75,759.5,727.75,230.0,0.0244
2022-03-29,719.0,756.0,760.0,716.0,210.0,-0.0489
2022-03-30,730.0,713.0,741.0,712.0,210.0,0.0153
2022-03-31,727.5,728.5,733.25,713.25,230.0,-0.0034
2022-04-01,740.0,729.5,740.75,720.75,260.0,0.0172
2022-04-04,730.5,734.75,741.0,729.25,190.0,-0.0128
2022-04-05,745.25,730.0,747.0,730.0,170.0,0.0202
2022-04-06,752.5,742.0,755.5,737.0,160.0,0.0097
2022-04-07,767.25,753.75,772.25,750.0,190.0,0.0196
2022-04-08,794.5,772.75,797.25,766.0,260.0,0.0355
2022-04-11,803.0,786.25,807.75,786.25,170.0,0.0107
2022-04-12,807.0,803.0,811.0,799.75,160.0,0.005
2022-04-13,796.75,801.25,806.75,791.25,260.0,-0.0127
2022-04-14,757.0,795.0,799.75,756.75,340.0,-0.0499
2022-04-18,761.25,745.0,767.0,735.0,250.0,0.0056
2022-04-19,746.5,763.25,764.0,743.0,190.0,-0.0194
2022-04-20,723.5,741.0,741.0,724.0,240.0,-0.0308
2022-04-21,711.5,728.5,731.0,705.0,180.0,-0.0166
2022-04-22,721.25,710.25,726.25,708.25,180.0,0.0137
2022-04-25,715.25,721.25,745.75,713.5,180.0,-0.0083
2022-04-26,694.0,721.5,721.5,680.0,130.0,-0.0297
2022-04-27,671.25,696.25,696.5,665.0,80.0,-0.0328
2022-04-28,693.0,676.0,725.0,675.0,60.0,0.0324
2022-04-29,675.5,705.0,710.0,689.5,40.0,-0.0253
2022-05-02,684.0,680.5,680.5,680.5,10.0,0.0126
2022-05-03,702.5,690.0,690.0,690.0,10.0,0.027
2022-05-04,708.75,710.0,710.0,701.75,0.0,0.0089
2022-05-05,689.5,596.5,596.5,585.0,0.0,-0.0272
2022-05-06,657.5,589.75,591.0,575.0,10.0,-0.0464
2022-05-09,645.5,570.25,570.5,546.0,50.0,-0.0183
2022-05-10,629.25,561.5,561.5,544.0,10.0,-0.0252
2022-05-11,633.25,715.0,715.0,715.0,0.0,0.0064
2022-05-12,654.5,566.5,590.0,563.0,20.0,0.0336
2022-05-13,654.5,596.25,596.25,587.0,0.0,0.0
2022-05-16,639.5,622.25,649.5,622.25,220.0,-0.0229
2022-05-17,653.75,639.5,658.5,628.25,300.0,0.0223
2022-05-18,641.75,655.75,655.75,630.75,130.0,-0.0184
2022-05-19,627.75,644.75,644.75,617.5,150.0,-0.0218
2022-05-20,612.75,625.0,625.0,607.0,130.0,-0.0239
2022-05-23,629.75,614.5,644.25,614.25,140.0,0.0277
2022-05-24,674.25,632.5,674.75,632.5,570.0,0.0707
2022-05-25,680.75,674.75,681.75,658.75,310.0,0.0096
2022-05-26,685.25,674.5,687.0,673.75,150.0,0.0066
2022-05-27,703.75,680.5,705.75,679.75,310.0,0.027
2022-05-30,671.5,670.0,671.5,670.0,,-0.0458
2022-05-31,669.75,704.0,708.25,663.75,560.0,-0.0026
2022-06-01,646.5,670.25,670.25,645.25,310.0,-0.0347
2022-06-02,653.5,648.75,662.75,647.25,260.0,0.0108
2022-06-03,690.5,655.0,692.5,654.0,220.0,0.0566
2022-06-06,680.25,690.0,690.75,671.25,120.0,-0.0148
2022-06-07,668.0,680.75,694.75,665.25,230.0,-0.018
2022-06-08,661.5,668.25,668.25,650.5,240.0,-0.0097
2022-06-09,667.5,661.75,677.0,657.5,110.0,0.0091
2022-06-10,651.25,669.75,670.0,649.0,120.0,-0.0243
2022-06-13,659.75,650.0,661.75,631.5,270.0,0.0131
2022-06-14,666.75,662.5,670.5,653.0,260.0,0.0106
2022-06-15,661.25,661.5,674.5,656.25,210.0,-0.0082
2022-06-16,658.25,663.0,663.0,655.25,70.0,-0.0045
2022-06-17,664.5,658.25,667.75,655.25,140.0,0.0095
2022-06-21,636.5,658.25,659.5,632.25,260.0,-0.0421
2022-06-22,621.75,632.0,633.25,615.0,380.0,-0.0232
2022-06-23,598.25,619.0,621.25,589.0,400.0,-0.0378
2022-06-24,597.0,598.0,608.0,590.0,210.0,-0.0021
2022-06-27,619.0,607.75,632.5,601.25,200.0,0.0369
2022-06-28,629.75,629.75,632.75,611.25,140.0,0.0174
2022-06-29,664.0,624.25,675.0,624.25,250.0,0.0544
2022-06-30,661.25,677.0,677.0,660.0,20.0,-0.0041
2022-07-01,650.25,677.0,677.0,677.0,0.0,-0.0166
2022-07-05,654.0,677.0,677.0,660.0,20.0,0.0058
2022-07-06,666.5,672.0,676.5,663.75,10.0,0.0191
2022-07-07,660.5,666.5,666.5,664.25,10.0,-0.009
2022-07-08,686.75,655.0,655.0,655.0,10.0,0.0397
2022-07-11,686.25,471.25,479.0,461.5,100.0,-0.0007
2022-07-12,654.0,467.75,470.0,429.0,140.0,-0.047
2022-07-13,654.25,436.0,455.5,430.0,170.0,0.0004
2022-07-14,654.25,432.75,448.5,429.0,120.0,0.0
2022-07-15,464.75,474.0,476.0,463.0,20.0,-0.2896
2022-07-18,480.0,473.75,497.5,473.75,50.0,0.0328
2022-07-19,479.25,489.25,489.5,477.0,60.0,-0.0016
2022-07-20,477.5,480.0,485.0,477.0,40.0,-0.0037
2022-07-21,473.5,481.0,481.0,467.0,40.0,-0.0084
2022-07-22,452.5,472.75,472.75,436.25,70.0,-0.0444
2022-07-25,442.5,452.5,452.5,438.0,60.0,-0.0221
2022-07-26,451.5,437.0,459.75,435.0,30.0,0.0203
2022-07-27,440.5,461.0,461.0,436.5,80.0,-0.0244
2022-07-28,448.0,450.0,453.5,442.5,140.0,0.017
2022-07-29,448.0,448.0,456.25,440.5,190.0,0.0
2022-08-01,440.5,448.0,448.0,435.25,180.0,-0.0167
2022-08-02,421.0,435.0,439.5,410.75,40.0,-0.0443
2022-08-03,410.5,416.75,434.75,410.0,90.0,-0.0249
2022-08-04,416.0,415.0,419.25,409.0,40.0,0.0134
2022-08-05,422.5,417.0,430.0,409.5,30.0,0.0156
2022-08-08,461.0,422.25,464.75,422.25,80.0,0.0911
2022-08-09,440.0,453.5,474.75,438.0,170.0,-0.0456
2022-08-10,428.25,431.25,449.0,426.25,40.0,-0.0267
2022-08-11,454.75,431.0,458.5,428.75,50.0,0.0619
2022-08-12,458.25,450.0,474.5,450.0,40.0,0.0077
2022-08-15,460.25,453.0,467.25,449.75,20.0,0.0044
2022-08-16,441.75,454.5,454.75,450.25,10.0,-0.0402
2022-08-17,431.75,445.0,445.0,433.25,10.0,-0.0226
2022-08-18,412.75,428.5,430.0,403.75,50.0,-0.044
2022-08-19,418.75,405.0,419.75,405.0,20.0,0.0145
2022-08-22,412.75,422.75,424.0,410.0,20.0,-0.0143
2022-08-23,412.75,414.5,422.5,411.0,70.0,0.0
2022-08-24,424.0,418.75,424.5,418.75,40.0,0.0273
2022-08-25,415.0,430.25,430.25,409.5,20.0,-0.0212
2022-08-26,417.75,405.0,418.75,403.5,60.0,0.0066
2022-08-29,416.25,417.0,426.0,408.25,80.0,-0.0036
2022-08-30,402.5,413.5,417.0,397.0,60.0,-0.033
2022-08-31,404.75,402.5,402.5,402.5,0.0,0.0056
2022-09-01,386.0,404.5,404.5,354.5,0.0,-0.0463
2022-09-02,394.25,379.0,391.25,372.5,40.0,0.0214
2022-09-06,398.25,408.0,408.0,408.0,0.0,0.0101
2022-09-07,391.0,392.75,397.25,381.25,20.0,-0.0182
2022-09-08,390.75,391.75,391.75,379.0,50.0,-0.0006
2022-09-09,407.75,404.5,404.5,404.5,0.0,0.0435
2022-09-12,424.5,396.5,410.25,396.5,60.0,0.0411
2022-09-13,416.5,411.5,411.5,397.25,30.0,-0.0188
2022-09-14,416.25,404.5,411.25,403.0,10.0,-0.0006
2022-09-15,394.25,402.5,404.25,384.0,270.0,-0.0529
2022-09-16,396.0,397.5,399.75,390.5,170.0,0.0044
2022-09-19,402.25,396.25,406.0,396.25,210.0,0.0158
2022-09-20,413.25,401.25,417.0,401.25,330.0,0.0273
2022-09-21,417.75,415.0,420.0,410.25,280.0,0.0109
2022-09-22,417.0,418.0,419.75,411.0,340.0,-0.0018
2022-09-23,395.0,417.5,417.5,392.25,430.0,-0.0528
2022-09-26,378.5,398.75,399.0,376.5,430.0,-0.0418
2022-09-27,370.0,376.5,387.75,369.0,360.0,-0.0225
2022-09-28,378.0,374.75,383.5,370.25,380.0,0.0216
2022-09-29,382.75,382.5,391.75,380.75,180.0,0.0126
2022-09-30,390.0,383.75,400.0,382.0,360.0,0.0189
2022-10-03,400.5,388.0,401.75,387.75,510.0,0.0269
